min	03A	06A	13A	27A	33E	36B	46A	34A	39A	43A	29A	06B	07B	36A
3165	0.4975	0.50875	0.4605	0.496	0.495875	0.46925	0.248	0.365875	0.477	0.4565	0.5385	0.54	0.443875	0.4745
3170	0.4975	0.50975	0.461	0.496	0.496375	0.47075	0.248	0.366375	0.477	0.4555	0.5395	0.5385	0.441875	0.4755
3175	0.4985	0.51025	0.4615	0.497	0.496875	0.46925	0.247	0.366375	0.478	0.456	0.5405	0.538	0.443875	0.4765
3180	0.499	0.51075	0.4605	0.4965	0.496375	0.47075	0.2465	0.367875	0.478	0.46	0.5415	0.537	0.444375	0.4755
3185	0.4985	0.50975	0.461	0.496	0.496875	0.47025	0.244	0.365375	0.478	0.463	0.54	0.5345	0.442375	0.4725
3190	0.499	0.51025	0.462	0.4965	0.497375	0.47175	0.2435	0.365875	0.4795	0.466	0.5405	0.534	0.441875	0.4715
3195	0.499	0.51075	0.4625	0.497	0.497375	0.47025	0.2425	0.365875	0.479	0.4665	0.5385	0.533	0.439375	0.471
3200	0.5	0.51175	0.463	0.497	0.497875	0.47175	0.243	0.367875	0.4795	0.4665	0.54	0.534	0.441875	0.474
3205	0.5005	0.51275	0.4625	0.497	0.497875	0.47175	0.243	0.368375	0.4795	0.4675	0.5395	0.5335	0.442875	0.4735
3210	0.5005	0.51175	0.464	0.497	0.497375	0.47225	0.24	0.365875	0.48	0.468	0.5375	0.5305	0.441375	0.473
3215	0.5015	0.51325	0.464	0.498	0.498375	0.47375	0.2415	0.369375	0.4805	0.47	0.54	0.534	0.443375	0.478
3220	0.5015	0.51275	0.4635	0.4975	0.498875	0.47425	0.239	0.366875	0.482	0.4705	0.5385	0.531	0.438875	0.477
3225	0.5015	0.51375	0.4645	0.497	0.498375	0.47425	0.239	0.367875	0.482	0.4715	0.5405	0.531	0.440375	0.478
3230	0.502	0.51425	0.465	0.498	0.498875	0.47425	0.239	0.368875	0.482	0.471	0.541	0.531	0.440875	0.4795
3235	0.5025	0.51525	0.4655	0.4975	0.498375	0.47525	0.2375	0.368875	0.483	0.471	0.542	0.5305	0.440375	0.482
3240	0.5025	0.51525	0.4665	0.498	0.498875	0.47525	0.237	0.368375	0.4825	0.4705	0.543	0.5305	0.439375	0.4825
3245	0.5025	0.51525	0.466	0.4985	0.499375	0.47525	0.2355	0.368875	0.4835	0.472	0.544	0.53	0.439375	0.4835
3250	0.5035	0.51575	0.466	0.4985	0.499875	0.47575	0.2355	0.369875	0.484	0.4735	0.5475	0.5295	0.440875	0.4835
3255	0.5035	0.51475	0.4665	0.498	0.499375	0.47525	0.2335	0.366875	0.4835	0.4745	0.546	0.5265	0.438875	0.4885
3260	0.5045	0.51625	0.4675	0.499	0.500375	0.47575	0.234	0.370875	0.485	0.4765	0.55	0.5285	0.440875	0.492
3265	0.5035	0.51475	0.4675	0.498	0.499875	0.47625	0.2305	0.365875	0.4845	0.4725	0.5465	0.524	0.436875	0.4835
3270	0.5045	0.51575	0.4675	0.498	0.499875	0.47675	0.2305	0.366875	0.4855	0.4725	0.547	0.5235	0.436875	0.477
3275	0.5045	0.51675	0.4685	0.499	0.500875	0.47775	0.231	0.367875	0.485	0.4745	0.5505	0.5235	0.437375	0.4745
3280	0.5045	0.51675	0.4685	0.4995	0.500875	0.47725	0.23	0.368375	0.4855	0.475	0.553	0.523	0.437375	0.4765
3285	0.5045	0.51625	0.4685	0.4985	0.500875	0.47725	0.229	0.365375	0.486	0.473	0.5515	0.5215	0.435875	0.478
3290	0.5055	0.51675	0.469	0.499	0.501375	0.47725	0.228	0.364875	0.4865	0.472	0.55	0.5205	0.433375	0.482
3295	0.5065	0.51925	0.4705	0.5	0.502375	0.47925	0.2305	0.371875	0.488	0.473	0.5545	0.5245	0.437375	0.4815
3300	0.506	0.51775	0.4705	0.4995	0.501875	0.47925	0.227	0.366875	0.4875	0.471	0.5515	0.521	0.435375	0.4765
3305	0.508	0.51975	0.4715	0.5005	0.503375	0.47975	0.2285	0.372375	0.4875	0.4715	0.552	0.525	0.437875	0.475
3310	0.507	0.51925	0.471	0.5005	0.502875	0.48075	0.227	0.371375	0.488	0.4705	0.5495	0.5235	0.438375	0.476
3315	0.508	0.51975	0.472	0.5	0.503875	0.47975	0.2265	0.371875	0.488	0.47	0.547	0.5245	0.439375	0.483
3320	0.5085	0.52025	0.472	0.5005	0.504375	0.48025	0.226	0.371875	0.488	0.4695	0.552	0.524	0.438375	0.4795
3325	0.5085	0.52075	0.472	0.501	0.504875	0.47975	0.2255	0.371875	0.4885	0.475	0.5535	0.5245	0.437875	0.4765
3330	0.5095	0.52075	0.472	0.501	0.504875	0.48075	0.225	0.371875	0.4895	0.4785	0.553	0.5275	0.438375	0.473
3335	0.5095	0.52125	0.474	0.5015	0.505875	0.48225	0.224	0.372375	0.4895	0.481	0.5515	0.5285	0.437875	0.4735
3340	0.5105	0.52225	0.4735	0.5015	0.506375	0.48175	0.2235	0.374875	0.49	0.4785	0.5525	0.531	0.439375	0.482
3345	0.5105	0.52225	0.474	0.5015	0.506875	0.48225	0.2225	0.374375	0.49	0.477	0.5515	0.531	0.438875	0.4845
3350	0.5115	0.52325	0.475	0.502	0.507375	0.48275	0.223	0.376375	0.4915	0.479	0.5515	0.531	0.439875	0.4765
3355	0.511	0.52275	0.475	0.502	0.507375	0.48275	0.2215	0.374375	0.491	0.4815	0.547	0.528	0.438875	0.4705
3360	0.5115	0.52325	0.475	0.502	0.508375	0.48375	0.221	0.375875	0.4915	0.482	0.5455	0.5285	0.438875	0.4675
3365	0.512	0.52375	0.4765	0.502	0.508875	0.48375	0.219	0.374875	0.491	0.4795	0.545	0.527	0.437875	0.465
3370	0.5115	0.52325	0.4765	0.5015	0.508875	0.48425	0.2165	0.372375	0.4915	0.4795	0.5415	0.524	0.435875	0.467
3375	0.513	0.52425	0.478	0.503	0.510375	0.48525	0.2175	0.376375	0.493	0.4815	0.5405	0.5255	0.436875	0.4755
3380	0.5135	0.52425	0.477	0.503	0.511375	0.48625	0.2165	0.375875	0.4935	0.4825	0.5395	0.5245	0.436375	0.4785
3385	0.5135	0.52525	0.4775	0.503	0.511375	0.48575	0.2165	0.376875	0.493	0.4805	0.537	0.5255	0.436375	0.467
3390	0.5145	0.52575	0.4785	0.5035	0.512375	0.48625	0.217	0.378375	0.494	0.481	0.5355	0.527	0.437875	0.4585
3395	0.5145	0.52575	0.4785	0.503	0.513375	0.48625	0.2155	0.377375	0.4935	0.4795	0.537	0.5265	0.437375	0.4545
3400	0.5145	0.52625	0.48	0.504	0.513875	0.48675	0.2145	0.376375	0.495	0.4795	0.5365	0.526	0.437375	0.4585
3405	0.5145	0.52625	0.4785	0.5035	0.515375	0.48675	0.214	0.376875	0.4945	0.4815	0.535	0.5255	0.438375	0.462
3410	0.5145	0.52675	0.479	0.5035	0.515875	0.48775	0.2125	0.376875	0.4945	0.4805	0.538	0.525	0.438875	0.4525
3415	0.515	0.52625	0.4805	0.504	0.516875	0.48875	0.21	0.374875	0.4945	0.4805	0.5385	0.522	0.437375	0.447
3420	0.5155	0.52675	0.4805	0.504	0.517375	0.48825	0.21	0.377375	0.4945	0.4805	0.5435	0.523	0.436875	0.4475
3425	0.516	0.52725	0.481	0.5045	0.518875	0.48975	0.209	0.376875	0.495	0.481	0.5505	0.523	0.435875	0.454
3430	0.5165	0.52775	0.4815	0.5045	0.519375	0.48925	0.208	0.377375	0.496	0.4815	0.5575	0.523	0.435375	0.46
3435	0.5165	0.52775	0.4815	0.5045	0.520375	0.48875	0.2065	0.377375	0.4955	0.48	0.5585	0.522	0.435375	0.4525
3440	0.517	0.52875	0.4815	0.505	0.521375	0.49125	0.206	0.377875	0.497	0.481	0.5605	0.521	0.434875	0.4485
3445	0.5175	0.52875	0.4835	0.505	0.522375	0.49075	0.206	0.378875	0.4955	0.4815	0.5555	0.52	0.434375	0.4465
3450	0.5175	0.52925	0.4835	0.5055	0.522875	0.49125	0.2055	0.378375	0.4975	0.482	0.5575	0.521	0.432875	0.455
3455	0.5185	0.52925	0.484	0.5055	0.523875	0.49175	0.2045	0.378875	0.497	0.4815	0.5565	0.521	0.431375	0.45
3460	0.5185	0.53025	0.4845	0.506	0.524875	0.49175	0.204	0.378875	0.498	0.481	0.556	0.5205	0.431875	0.4495
3465	0.519	0.53025	0.485	0.506	0.525875	0.49275	0.203	0.379875	0.498	0.4795	0.5555	0.5215	0.431875	0.4485
3470	0.519	0.53025	0.4865	0.507	0.526875	0.49325	0.201	0.378875	0.4975	0.4825	0.5555	0.52	0.431375	0.453
3475	0.5185	0.52925	0.485	0.506	0.527375	0.49425	0.1985	0.375375	0.4975	0.4795	0.5505	0.5165	0.427875	0.4535
3480	0.519	0.53025	0.486	0.5065	0.527375	0.49425	0.198	0.376875	0.499	0.48	0.549	0.518	0.427375	0.448
3485	0.5205	0.53175	0.487	0.5075	0.529375	0.49575	0.1975	0.379875	0.4985	0.479	0.5495	0.5195	0.429375	0.446
3490	0.52	0.53175	0.4875	0.5075	0.530375	0.49625	0.1965	0.380375	0.499	0.4795	0.5495	0.52	0.428875	0.4395
3495	0.5205	0.53225	0.4875	0.508	0.530875	0.49675	0.1955	0.380375	0.499	0.4745	0.547	0.5195	0.428375	0.439
3500	0.521	0.53225	0.488	0.5075	0.531875	0.49675	0.195	0.379875	0.5	0.476	0.5485	0.5195	0.426875	0.4425
3505	0.521	0.53175	0.4885	0.5085	0.532375	0.49725	0.194	0.378375	0.4995	0.4735	0.5445	0.518	0.426875	0.4435
3510	0.522	0.53275	0.4885	0.509	0.533375	0.49925	0.194	0.381375	0.5	0.4745	0.5445	0.52	0.427875	0.4405
3515	0.5215	0.53325	0.4905	0.5095	0.534375	0.49875	0.1935	0.380875	0.501	0.471	0.543	0.519	0.427875	0.4375
3520	0.523	0.53425	0.49	0.5095	0.535875	0.49925	0.1935	0.381875	0.5005	0.4685	0.544	0.52	0.427875	0.4295
3525	0.523	0.53425	0.491	0.51	0.535875	0.49975	0.192	0.381375	0.5005	0.4625	0.5445	0.5175	0.426375	0.4305
3530	0.523	0.53375	0.4915	0.5095	0.536375	0.49925	0.1905	0.381375	0.501	0.4615	0.546	0.519	0.426375	0.432
3535	0.5235	0.53425	0.4925	0.5105	0.537375	0.50025	0.191	0.382875	0.5015	0.4615	0.5465	0.52	0.426375	0.4335
3540	0.524	0.53425	0.4915	0.5105	0.538375	0.50175	0.189	0.382375	0.5015	0.465	0.548	0.5185	0.426375	0.4285
3545	0.524	0.53425	0.493	0.51	0.538875	0.50225	0.1875	0.380875	0.5015	0.4655	0.5495	0.517	0.424375	0.427
3550	0.5235	0.53425	0.4925	0.5105	0.539375	0.50275	0.185	0.379375	0.5015	0.465	0.549	0.516	0.421375	0.422
3555	0.524	0.53525	0.4935	0.5115	0.540375	0.50325	0.1825	0.381875	0.5005	0.4635	0.5505	0.517	0.421375	0.42
3560	0.524	0.53525	0.4945	0.5115	0.540875	0.50375	0.1815	0.381375	0.502	0.4605	0.557	0.5165	0.420375	0.421
3565	0.5255	0.53625	0.496	0.5125	0.542375	0.50475	0.1815	0.382375	0.5025	0.46	0.56	0.5165	0.419875	0.4255
3570	0.5255	0.53625	0.4955	0.5115	0.542875	0.50525	0.1805	0.382375	0.502	0.4655	0.562	0.5125	0.419375	0.431
3575	0.527	0.53775	0.496	0.513	0.544375	0.50525	0.183	0.385875	0.504	0.462	0.5665	0.515	0.421375	0.427
3580	0.526	0.53675	0.497	0.5125	0.544375	0.50625	0.181	0.383875	0.504	0.465	0.567	0.5135	0.419875	0.4235
3585	0.5265	0.53775	0.4975	0.513	0.545875	0.50725	0.1795	0.383375	0.505	0.4665	0.564	0.5135	0.419875	0.4205
3590	0.527	0.53775	0.498	0.5135	0.546375	0.50775	0.182	0.385875	0.5045	0.4635	0.5625	0.5155	0.422875	0.4285
3595	0.5275	0.53875	0.4995	0.5145	0.547375	0.50775	0.181	0.387375	0.5055	0.468	0.565	0.518	0.425375	0.428
3600	0.527	0.53875	0.499	0.5145	0.548375	0.50875	0.1805	0.385375	0.5055	0.4675	0.5655	0.5215	0.426375	0.4205
